VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WAUTPBFF8J,Thurston,Tenino,WA,98589,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,20,186582553,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012620
5YJ3E1EAXJ,Yakima,Moxee,WA,98936,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,131702693,POINT (-120.39197 46.55621),PACIFICORP,53077001702
WA1VAAGE8K,Kitsap,Port Orchard,WA,98367,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,26,263134035,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092704
5YJXCAE2XG,Snohomish,Everett,WA,98208,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44,2644127,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041704
YV4ED3UA7N,Kitsap,Bremerton,WA,98311,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,235280587,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
7SAYGDEE8P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228888425,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
WBY2Z2C55F,Island,Coupeville,WA,98239,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,10,4889958,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
KL8CL6S03E,Island,Langley,WA,98260,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,10,6293857,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
1N4AZ1CP9J,Walla Walla,Walla Walla,WA,99362,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,16,171037800,POINT (-118.34261 46.07068),PACIFICORP,53071920702
5YJ3E1EB8J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,251454745,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
7SAYGDEE6R,Snohomish,Brier,WA,98036,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,266013058,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
JN1AZ0CP3B,Island,Langley,WA,98260,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,10,174443020,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
5YJ3E1EBXJ,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,253782161,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041816
5YJ3E1EB6L,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,14,251291386,POINT (-120.60199 46.59817),PACIFICORP,53077000903
7SAYGDEE5N,Spokane,Spokane,WA,99203,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6,196473105,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
KNDPZDDH7S,Douglas,East Wenatchee,WA,98802,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,12,275811672,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,53017950400
KNDPYDAHXP,Snohomish,Edmonds,WA,98026,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,21,236461767,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
4JGDM2EB7S,Snohomish,Bothell,WA,98021,2025,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,277173144,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EAXP,King,Auburn,WA,98001,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,251346196,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805
5YJ3E1EB2J,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,304480648,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
JTDKARFP9L,Skagit,Burlington,WA,98233,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,10,260656819,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951800
1G1FZ6S09K,Snohomish,Everett,WA,98208,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,304780108,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041704
1N4AZ1CP2K,Skagit,Mount Vernon,WA,98274,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10,305735384,POINT (-122.32355 48.41566),PUGET SOUND ENERGY INC,53057952403
1G1FZ6S00L,King,Kent,WA,98042,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,47,127263538,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031601
5YJ3E1EA0K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,316153820,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WA1G2AFYXM,Kitsap,Poulsbo,WA,98370,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,23,269403781,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
KM8JBDD26R,Island,Oak Harbor,WA,98277,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,10,269055447,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970100
KNDRMDLH5N,Walla Walla,Walla Walla,WA,99362,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,16,266861213,POINT (-118.34261 46.07068),PACIFICORP,53071920701
1FADP5EU6H,Thurston,Lacey,WA,98503,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,22,329647881,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
7PDSGBBA0R,Snohomish,Edmonds,WA,98026,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,267015703,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050403
7PDSGBBA0S,Kittitas,Ellensburg,WA,98926,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,273564133,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975700
KM8KNDDF9R,Thurston,Lacey,WA,98503,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265899336,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625
5YJYGDEF2L,Kittitas,Ellensburg,WA,98926,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,13,127494958,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975500
1G1RC6S57H,Skagit,Anacortes,WA,98221,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,40,186115233,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940401
5YJ3E1EB7L,King,Fall City,WA,98024,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5,228731709,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603
5YJ3E1EB7J,Snohomish,Monroe,WA,98272,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,39,473622845,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052113
5YJ3E1EB9K,Whatcom,Bellingham,WA,98226,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,40,3260603,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804
5YJSA1E28J,Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,21,286581200,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
JM3KKEHA4R,Thurston,Olympia,WA,98502,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,259268453,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
KNDC4DLC4R,Snohomish,Mill Creek,WA,98012,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,269209741,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052005
1G1RC6S58K,Snohomish,Monroe,WA,98272,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,39,197295668,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052207
7FCTGAAL7N,Whitman,Pullman,WA,99163,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,209005877,POINT (-117.18147 46.73015),AVISTA CORP,53075000202
5YJXCBE29G,Snohomish,Edmonds,WA,98020,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,101939568,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050300
5YJXCAE21J,King,Redmond,WA,98052,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,45,475911243,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
5YJ3E1EA4L,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,208526111,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
1G1RB6S5XH,Skagit,Sedro-Woolley,WA,98284,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,39,212279511,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057951000
5YJ3E1EB1L,Whatcom,Ferndale,WA,98248,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,42,7969321,POINT (-122.5945 48.84787),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010506
WBY1Z4C59G,Thurston,Yelm,WA,98597,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,2,275717389,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
YV4ED3UM7P,King,Seattle,WA,98107,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,233441484,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
WBY1Z4C59G,Island,Langley,WA,98260,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,10,126857454,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
1N4BZ0CP3G,Snohomish,Lynnwood,WA,98087,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,185431116,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061042004
JM3KKEHA2R,Snohomish,Lynnwood,WA,98087,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,21,260196072,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041816
JA4J24A53J,King,Renton,WA,98058,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,11,165686888,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031906
1N4AZ0CP5D,Snohomish,Monroe,WA,98272,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,39,170263488,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052204
1N4BZ0CP9H,King,North Bend,WA,98045,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,5,194435279,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032705
7PDSGBBA6S,Snohomish,Bothell,WA,98021,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,274805611,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
1N4AZ0CP9D,Snohomish,Mill Creek,WA,98012,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44,289391931,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052004
7PDSGBBA7P,Snohomish,Monroe,WA,98272,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,261269550,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061053802
KNDCM3LD4L,Snohomish,Everett,WA,98204,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,21,128530930,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041810
5YJSA1V43F,Lewis,Chehalis,WA,98532,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,20,221894844,POINT (-122.96462 46.6621),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53041970800
1G1FX6S07H,Snohomish,Everett,WA,98201,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,38,268038144,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040400
5YJYGDEF4M,Snohomish,Snohomish,WA,98296,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,145481206,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
WBY7Z6C50J,Snohomish,Bothell,WA,98012,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,1,198721162,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EA1P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251128279,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
5YJSA1E21H,Snohomish,Everett,WA,98208,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,44,348256604,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041607
1N4BZ1CP4L,Spokane,Spokane,WA,99204,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,3,148403762,POINT (-117.42571 47.64779),MODERN ELECTRIC WATER COMPANY,53063004100
JN1AZ0CP8C,Snohomish,Mill Creek,WA,98012,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,44,217764207,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008
WBY43FK07R,Snohomish,Bothell,WA,98021,2024,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,272773441,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
JN1AZ0CP2B,King,Kent,WA,98031,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,47,202322900,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029408
5YJSA1S27F,Snohomish,Bothell,WA,98012,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,1,129044387,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
1N4BZ0CP4H,Thurston,Olympia,WA,98502,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,349225236,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5UX43EU07S,Island,Coupeville,WA,98239,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,10,272331608,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971000
5YJ3E1EBXJ,Snohomish,Snohomish,WA,98290,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,214985242,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052402
5UXTA6C05P,Snohomish,Snohomish,WA,98296,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,235040830,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108
KNDCR3LF7P,Snohomish,Snohomish,WA,98296,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,1,227179494,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052114
7SAYGDEF5P,Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,245732259,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301
WBA13AG06P,King,Kent,WA,98032,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,33,271113804,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029205
5YJ3E1EA6J,King,Auburn,WA,98002,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,30,277038394,POINT (-122.2217 47.30661),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801
JTDKN3DPXD,Island,Greenbank,WA,98253,2013,TOYOTA,PRIUS PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,10,145854334,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302
JTDKN3DP7D,King,Issaquah,WA,98027,2013,TOYOTA,PRIUS PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,5,161039476,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032002
5YJ3E1EB3K,Walla Walla,Walla Walla,WA,99362,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,16,175316207,POINT (-118.34261 46.07068),PACIFICORP,53071920702
JHMZC5F34J,Snohomish,Lynnwood,WA,98087,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,21,180884343,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812
1N4AZ1CP3K,Thurston,Olympia,WA,98502,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,274508916,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5UXTA6C04M,Snohomish,Monroe,WA,98272,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,39,120409712,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052204
3FA6P0PUXG,Snohomish,Monroe,WA,98272,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,148972407,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
1V2GNPE87P,Snohomish,Lynnwood,WA,98036,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,276354193,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
5UX43EU09R,Yakima,Yakima,WA,98908,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,14,252422509,POINT (-120.60199 46.59817),PACIFICORP,53077000401
KMHM34AC4P,Snohomish,Monroe,WA,98272,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,256328579,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
7SAYGDEEXP,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,224677631,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
5YJ3E1EB4J,Kittitas,Ellensburg,WA,98926,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,13,475003259,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975202
5YJXCAE24J,Stevens,Nine Mile Falls,WA,99026,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,7,476113144,POINT (-117.54392 47.77676),NO KNOWN ELECTRIC UTILITY SERVICE,53065951401
1N4BZ1CP4K,King,Redmond,WA,98053,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,45,3610771,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
WA12AAGE0M,Thurston,Olympia,WA,98512,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,35,238217045,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011810
1N4AZ1CP2J,Snohomish,Mill Creek,WA,98012,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,44,280679276,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041704
JTMAB3FV7R,King,Tukwila,WA,98168,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,11,261732096,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027200
WB523CF0XR,Snohomish,Lynnwood,WA,98087,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,245648259,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041816
WMEEJ9AA2E,Kitsap,Bremerton,WA,98312,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,35,221819860,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081000
7SAYGDEE1R,Skagit,Anacortes,WA,98221,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40,261858922,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940201
1N4BZ1CP0K,King,Vashon,WA,98070,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,34,264761234,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
JTMAB3FV2P,Island,Freeland,WA,98249,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,10,236265263,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900
1FTVW1EL9P,Snohomish,Snohomish,WA,98296,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,260478459,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052120
